RecordID,FirstName,LastName,FullName,Age,Gender,Country,Province,SouthAfricanID,CaseNumber,CrimeType,FinancialScore,EstimatedFraudAmount_ZAR,RiskLevel,CaseStatus,BankInvolved,PreviousOffenses,Arrested,CrimeDate,CourtDate,InvestigatingOfficer,StationCode
607,Thabo,Mokoena,Thabo Mokoena,19,Male,South Africa,Limpopo,8210102875164,SA-CAS-597816,Money Laundering,591,1616269,Medium,Convicted,Standard Bank,7,No,2017-01-07,2024-01-16,Officer Smith,SA-ST-605
608,Ayanda,Naidoo,Ayanda Naidoo,33,Female,South Africa,Northern Cape,8911165639041,SA-CAS-420188,Armed Robbery,749,4234430,Medium,Under Investigation,FNB,4,No,2022-05-30,2025-09-11,Officer Naidoo,SA-ST-105
609,Naledi,Zulu,Naledi Zulu,21,Male,South Africa,Northern Cape,6412151690082,SA-CAS-524273,Drug Trafficking,505,1779223,Low,Convicted,Standard Bank,8,Yes,2017-04-16,2022-12-12,Officer Mabena,SA-ST-857
610,Mpho,Khumalo,Mpho Khumalo,34,Female,South Africa,Eastern Cape,7305016172159,SA-CAS-387272,Armed Robbery,755,3535043,Medium,Open,African Bank,0,No,2018-08-17,2020-07-09,Officer Mabena,SA-ST-297
611,Lerato,Zulu,Lerato Zulu,63,Male,South Africa,Limpopo,6907049098022,SA-CAS-755284,Corruption,551,1265582,Low,Open,Absa,10,No,2023-04-26,2017-04-04,Officer Naidoo,SA-ST-317
612,Mpho,Nkosi,Mpho Nkosi,41,Male,South Africa,Gauteng,7801182447127,SA-CAS-507238,Corruption,544,3700672,Critical,Closed,FNB,2,No,2023-12-06,2015-10-05,Officer Nkosi,SA-ST-953
613,Mpho,Zulu,Mpho Zulu,28,Male,South Africa,Limpopo,7001092514141,SA-CAS-302615,Drug Trafficking,392,342367,High,Under Investigation,Capitec,10,Yes,2020-08-13,2024-08-02,Officer Moyo,SA-ST-278
614,Lerato,Nkosi,Lerato Nkosi,19,Female,South Africa,Limpopo,8610244403080,SA-CAS-594672,Corruption,735,4271534,Medium,Closed,Nedbank,7,Yes,2019-03-04,2018-04-30,Officer Moyo,SA-ST-137
615,Sipho,Mabaso,Sipho Mabaso,30,Male,South Africa,Limpopo,6502158058078,SA-CAS-919247,Armed Robbery,596,3057082,Medium,Closed,Capitec,4,Yes,2018-04-12,2016-12-15,Officer Naidoo,SA-ST-311
616,Tendai,Naidoo,Tendai Naidoo,48,Female,South Africa,Mpumalanga,7904199805092,SA-CAS-583119,Corruption,674,4213923,Low,Convicted,Nedbank,10,Yes,2019-07-26,2017-07-25,Officer Nkosi,SA-ST-526
617,Naledi,Zulu,Naledi Zulu,64,Female,South Africa,Western Cape,8910163951038,SA-CAS-355387,Armed Robbery,412,17935,High,Under Investigation,Nedbank,5,No,2024-05-22,2022-10-28,Officer Mabena,SA-ST-527
618,Nomsa,Zulu,Nomsa Zulu,20,Male,South Africa,KwaZulu-Natal,6004031523182,SA-CAS-937830,Cybercrime,357,68227,High,Under Investigation,FNB,0,Yes,2020-10-29,2015-01-26,Officer Mabena,SA-ST-868
619,Naledi,Mokoena,Naledi Mokoena,61,Female,South Africa,Eastern Cape,9210122303088,SA-CAS-895664,Cybercrime,524,2727276,Medium,Convicted,African Bank,5,Yes,2024-01-29,2023-08-30,Officer Moyo,SA-ST-432
620,Lerato,Ndlovu,Lerato Ndlovu,18,Male,South Africa,Limpopo,0001218809182,SA-CAS-965478,Corruption,583,4577641,Low,Convicted,African Bank,0,No,2024-02-07,2021-04-15,Officer Smith,SA-ST-155
621,Sipho,Dlamini,Sipho Dlamini,47,Male,South Africa,Limpopo,6407124781187,SA-CAS-103424,Identity Theft,490,2109327,Low,Under Investigation,Absa,10,No,2023-09-19,2020-11-19,Officer Smith,SA-ST-692
622,Tendai,Ndlovu,Tendai Ndlovu,40,Female,South Africa,Mpumalanga,0107042408197,SA-CAS-410047,Cybercrime,578,4002107,High,Convicted,Absa,9,No,2020-10-24,2016-02-12,Officer Nkosi,SA-ST-364
623,Thabo,Zulu,Thabo Zulu,26,Male,South Africa,Mpumalanga,9901186174161,SA-CAS-850362,Corruption,450,4886890,Critical,Open,Nedbank,8,Yes,2015-08-11,2022-10-22,Officer Mabena,SA-ST-779
624,Lerato,Mokoena,Lerato Mokoena,25,Female,South Africa,Free State,8309041358123,SA-CAS-525987,Money Laundering,824,3974142,Critical,Under Investigation,Absa,1,Yes,2024-07-01,2015-01-12,Officer Moyo,SA-ST-952
625,Lerato,Dlamini,Lerato Dlamini,59,Male,South Africa,Limpopo,9307128275165,SA-CAS-932926,Corruption,673,2260063,Low,Under Investigation,Standard Bank,10,No,2016-06-27,2017-08-24,Officer Nkosi,SA-ST-287
626,Mpho,Nkosi,Mpho Nkosi,38,Male,South Africa,North West,9901135690083,SA-CAS-931264,Cybercrime,662,346720,Medium,Under Investigation,African Bank,10,Yes,2025-07-01,2021-04-26,Officer Moyo,SA-ST-834
627,Zanele,Naidoo,Zanele Naidoo,28,Male,South Africa,Northern Cape,7212185311181,SA-CAS-751054,Cybercrime,850,2096978,Medium,Under Investigation,FNB,0,Yes,2023-09-27,2020-09-01,Officer Moyo,SA-ST-978
628,Nomsa,Mabaso,Nomsa Mabaso,55,Male,South Africa,Northern Cape,6801188014156,SA-CAS-976706,Vehicle Theft,721,732226,Medium,Court Pending,Capitec,5,Yes,2018-04-05,2019-03-16,Officer Moyo,SA-ST-188
629,Sipho,Pillay,Sipho Pillay,36,Male,South Africa,Eastern Cape,7401154996092,SA-CAS-920748,Corruption,623,871219,Critical,Convicted,Capitec,8,No,2024-04-03,2019-12-04,Officer Naidoo,SA-ST-629
630,Naledi,Mabaso,Naledi Mabaso,38,Male,South Africa,Gauteng,9509162204176,SA-CAS-855555,Identity Theft,346,4295743,Medium,Court Pending,Absa,1,No,2016-02-10,2020-03-02,Officer Nkosi,SA-ST-116
631,Brian,Dlamini,Brian Dlamini,20,Male,South Africa,Free State,6812107182059,SA-CAS-391384,Drug Trafficking,624,1202119,Critical,Court Pending,African Bank,7,No,2020-02-23,2021-06-29,Officer Moyo,SA-ST-587
632,Tendai,Nkosi,Tendai Nkosi,43,Male,South Africa,Northern Cape,8605253888030,SA-CAS-272781,Money Laundering,427,2580868,Critical,Closed,Capitec,5,Yes,2024-05-28,2025-01-30,Officer Moyo,SA-ST-154
633,Ayanda,Mabaso,Ayanda Mabaso,62,Male,South Africa,Western Cape,7712208917124,SA-CAS-202856,Armed Robbery,779,3730354,High,Court Pending,Standard Bank,9,Yes,2016-09-23,2018-08-02,Officer Mabena,SA-ST-286
634,Lerato,Mabaso,Lerato Mabaso,55,Female,South Africa,North West,9012155699144,SA-CAS-443121,Cybercrime,625,2417608,Low,Court Pending,Capitec,8,No,2023-10-24,2025-11-11,Officer Mabena,SA-ST-213
635,Nomsa,Pillay,Nomsa Pillay,26,Male,South Africa,Northern Cape,9302209431042,SA-CAS-281551,Corruption,700,98258,Low,Under Investigation,Capitec,6,No,2025-02-03,2017-04-06,Officer Moyo,SA-ST-766
636,Lerato,Khumalo,Lerato Khumalo,48,Female,South Africa,Free State,8807147151085,SA-CAS-314892,Fraud,560,1181257,Critical,Court Pending,FNB,2,Yes,2025-09-03,2018-01-11,Officer Nkosi,SA-ST-478
637,Ayanda,Dlamini,Ayanda Dlamini,31,Female,South Africa,Free State,8708126141151,SA-CAS-916391,Money Laundering,362,3327609,Low,Convicted,Nedbank,5,No,2015-09-01,2015-12-31,Officer Smith,SA-ST-854
638,Brian,Mokoena,Brian Mokoena,43,Male,South Africa,Limpopo,0511096234010,SA-CAS-651662,Drug Trafficking,329,1971209,Low,Closed,Standard Bank,2,Yes,2023-06-14,2018-07-11,Officer Mabena,SA-ST-842
639,Brian,Mokoena,Brian Mokoena,34,Female,South Africa,Eastern Cape,6708061242133,SA-CAS-257055,Corruption,691,2497543,Medium,Convicted,FNB,8,Yes,2016-02-26,2016-10-29,Officer Naidoo,SA-ST-543
640,Lerato,Naidoo,Lerato Naidoo,59,Male,South Africa,Gauteng,7610154500045,SA-CAS-800168,Armed Robbery,591,2208868,High,Open,Standard Bank,4,No,2021-01-03,2018-06-18,Officer Moyo,SA-ST-555
641,Mpho,Khumalo,Mpho Khumalo,56,Male,South Africa,Free State,9903268070119,SA-CAS-304297,Money Laundering,413,3236588,Critical,Under Investigation,Standard Bank,10,No,2025-09-02,2015-10-12,Officer Nkosi,SA-ST-154
642,Sipho,Mabaso,Sipho Mabaso,27,Male,South Africa,Mpumalanga,9409224919040,SA-CAS-145523,Fraud,309,3882702,Low,Closed,Capitec,9,No,2016-11-07,2016-06-23,Officer Moyo,SA-ST-804
643,Thabo,Ndlovu,Thabo Ndlovu,59,Female,South Africa,Gauteng,7012065993049,SA-CAS-635039,Corruption,844,2039652,Medium,Convicted,African Bank,9,No,2022-02-02,2015-03-20,Officer Naidoo,SA-ST-134
644,Naledi,Mthembu,Naledi Mthembu,62,Female,South Africa,Eastern Cape,6912256427013,SA-CAS-355446,Corruption,439,817862,Medium,Open,FNB,8,No,2021-07-14,2016-11-26,Officer Nkosi,SA-ST-449
645,Zanele,Khumalo,Zanele Khumalo,20,Female,South Africa,Gauteng,9711243528025,SA-CAS-133611,Corruption,799,2451747,Low,Court Pending,Capitec,4,No,2018-08-09,2021-08-02,Officer Smith,SA-ST-163
646,Naledi,Naidoo,Naledi Naidoo,63,Female,South Africa,Gauteng,7912203054080,SA-CAS-180877,Cybercrime,472,1197058,Medium,Closed,FNB,4,No,2019-10-28,2024-06-25,Officer Smith,SA-ST-210
647,Naledi,Naidoo,Naledi Naidoo,30,Female,South Africa,Gauteng,9105012030190,SA-CAS-128230,Money Laundering,570,3500754,High,Open,Capitec,9,Yes,2019-07-24,2021-11-10,Officer Mabena,SA-ST-172
648,Sipho,Ndlovu,Sipho Ndlovu,28,Male,South Africa,North West,7104241414075,SA-CAS-270474,Cybercrime,803,3146446,Critical,Under Investigation,Capitec,1,No,2020-04-17,2021-05-16,Officer Naidoo,SA-ST-870
649,Naledi,Pillay,Naledi Pillay,25,Female,South Africa,Limpopo,9605246070127,SA-CAS-169562,Money Laundering,581,3284670,Medium,Under Investigation,Capitec,3,Yes,2019-10-27,2015-08-28,Officer Naidoo,SA-ST-941
650,Naledi,Mabaso,Naledi Mabaso,32,Female,South Africa,North West,0204075421030,SA-CAS-904187,Drug Trafficking,788,2433470,Medium,Court Pending,Standard Bank,5,Yes,2022-12-01,2015-08-10,Officer Smith,SA-ST-132
651,Mpho,Pillay,Mpho Pillay,63,Male,South Africa,Mpumalanga,9803288641152,SA-CAS-550108,Identity Theft,792,2874412,High,Open,African Bank,5,Yes,2022-03-18,2017-11-20,Officer Naidoo,SA-ST-314
652,Naledi,Dlamini,Naledi Dlamini,24,Female,South Africa,Limpopo,8403225276161,SA-CAS-670297,Vehicle Theft,625,4102616,Medium,Under Investigation,FNB,0,Yes,2020-08-05,2022-02-06,Officer Naidoo,SA-ST-382
653,Ayanda,Zulu,Ayanda Zulu,25,Male,South Africa,Limpopo,8208094450049,SA-CAS-324702,Money Laundering,585,3808205,Medium,Convicted,Standard Bank,10,Yes,2023-11-07,2025-10-09,Officer Mabena,SA-ST-158
654,Zanele,Zulu,Zanele Zulu,33,Male,South Africa,North West,7502089056154,SA-CAS-392598,Drug Trafficking,384,4901951,Medium,Court Pending,Standard Bank,2,No,2018-11-24,2015-12-22,Officer Mabena,SA-ST-747
655,Tendai,Ndlovu,Tendai Ndlovu,41,Female,South Africa,Free State,8810183144021,SA-CAS-558251,Armed Robbery,484,133003,High,Convicted,Standard Bank,6,No,2025-01-18,2020-10-17,Officer Nkosi,SA-ST-898
656,Sipho,Zulu,Sipho Zulu,64,Male,South Africa,Eastern Cape,6111254735027,SA-CAS-654943,Fraud,508,4200353,Medium,Open,Nedbank,1,Yes,2016-10-20,2024-08-09,Officer Mabena,SA-ST-581
657,Tendai,Khumalo,Tendai Khumalo,37,Female,South Africa,Eastern Cape,9403012779110,SA-CAS-558772,Armed Robbery,606,3094226,High,Court Pending,African Bank,0,No,2019-04-05,2020-06-18,Officer Nkosi,SA-ST-542
658,Zanele,Mthembu,Zanele Mthembu,31,Female,South Africa,Eastern Cape,9702081489163,SA-CAS-772288,Money Laundering,779,1910211,High,Convicted,Capitec,8,No,2016-05-26,2019-03-26,Officer Moyo,SA-ST-928
659,Zanele,Mokoena,Zanele Mokoena,34,Male,South Africa,Western Cape,8907098778025,SA-CAS-179440,Cybercrime,622,949717,High,Open,Capitec,1,Yes,2018-09-06,2022-12-10,Officer Naidoo,SA-ST-354
660,Ayanda,Zulu,Ayanda Zulu,25,Male,South Africa,Mpumalanga,9904259621019,SA-CAS-210111,Drug Trafficking,754,1699924,Low,Court Pending,Standard Bank,1,Yes,2025-12-14,2022-01-05,Officer Moyo,SA-ST-450
661,Thabo,Khumalo,Thabo Khumalo,31,Female,South Africa,KwaZulu-Natal,8003124487019,SA-CAS-726326,Corruption,348,3561478,Low,Closed,Absa,2,Yes,2018-01-19,2021-12-08,Officer Moyo,SA-ST-607
662,Ayanda,Zulu,Ayanda Zulu,46,Male,South Africa,Northern Cape,8802255862114,SA-CAS-550027,Corruption,343,2647485,Critical,Under Investigation,African Bank,3,No,2023-08-21,2024-07-06,Officer Naidoo,SA-ST-722
663,Zanele,Naidoo,Zanele Naidoo,65,Female,South Africa,KwaZulu-Natal,6506153235160,SA-CAS-848404,Fraud,370,464696,High,Closed,Absa,6,No,2017-04-21,2022-10-14,Officer Nkosi,SA-ST-235
664,Brian,Zulu,Brian Zulu,56,Female,South Africa,Western Cape,0501241383041,SA-CAS-859906,Fraud,836,2682448,Medium,Open,Absa,0,No,2025-09-16,2023-02-06,Officer Nkosi,SA-ST-315
665,Brian,Dlamini,Brian Dlamini,54,Male,South Africa,Mpumalanga,7406021476089,SA-CAS-872020,Drug Trafficking,681,554170,Medium,Court Pending,FNB,8,No,2020-03-15,2022-01-11,Officer Nkosi,SA-ST-444
666,Brian,Mokoena,Brian Mokoena,50,Female,South Africa,KwaZulu-Natal,7510092721149,SA-CAS-658635,Vehicle Theft,684,4963660,Critical,Convicted,Absa,8,No,2015-03-30,2024-06-23,Officer Smith,SA-ST-649
667,Tendai,Ndlovu,Tendai Ndlovu,26,Male,South Africa,Eastern Cape,9304023823135,SA-CAS-901076,Fraud,353,2045116,High,Under Investigation,Nedbank,3,Yes,2019-10-18,2017-09-25,Officer Smith,SA-ST-164
668,Sipho,Khumalo,Sipho Khumalo,23,Male,South Africa,Gauteng,6802137620183,SA-CAS-416942,Money Laundering,823,2457052,Medium,Closed,Absa,7,No,2017-04-07,2020-09-02,Officer Smith,SA-ST-946
669,Ayanda,Khumalo,Ayanda Khumalo,46,Female,South Africa,Eastern Cape,8901245821165,SA-CAS-355889,Identity Theft,511,4581236,High,Under Investigation,Standard Bank,3,No,2016-06-05,2024-07-09,Officer Nkosi,SA-ST-492
670,Thabo,Pillay,Thabo Pillay,33,Male,South Africa,North West,9109058800136,SA-CAS-794713,Cybercrime,610,1558374,Critical,Closed,Standard Bank,4,Yes,2024-06-07,2016-09-08,Officer Moyo,SA-ST-194
671,Thabo,Dlamini,Thabo Dlamini,35,Male,South Africa,Northern Cape,6008142256135,SA-CAS-894367,Cybercrime,696,3151179,Critical,Open,Capitec,3,Yes,2015-04-13,2021-07-04,Officer Smith,SA-ST-998
672,Thabo,Mabaso,Thabo Mabaso,30,Male,South Africa,Western Cape,9506243740128,SA-CAS-152034,Cybercrime,542,711996,Critical,Court Pending,African Bank,4,No,2016-06-29,2022-08-23,Officer Nkosi,SA-ST-307
673,Nomsa,Dlamini,Nomsa Dlamini,61,Male,South Africa,Gauteng,7502188285042,SA-CAS-336461,Money Laundering,603,975990,Medium,Open,Nedbank,4,No,2017-08-09,2019-12-20,Officer Naidoo,SA-ST-406
674,Mpho,Mthembu,Mpho Mthembu,47,Male,South Africa,North West,9410042988033,SA-CAS-619882,Fraud,421,2141491,High,Court Pending,Standard Bank,8,No,2025-09-03,2025-03-26,Officer Smith,SA-ST-588
675,Mpho,Khumalo,Mpho Khumalo,41,Male,South Africa,Mpumalanga,7611101480134,SA-CAS-789897,Armed Robbery,616,759172,Critical,Convicted,Capitec,9,Yes,2018-04-22,2018-07-20,Officer Nkosi,SA-ST-697
676,Zanele,Naidoo,Zanele Naidoo,35,Female,South Africa,Northern Cape,8302106105163,SA-CAS-505473,Armed Robbery,522,3755464,Critical,Convicted,African Bank,3,No,2021-04-09,2016-02-08,Officer Nkosi,SA-ST-596
677,Lerato,Khumalo,Lerato Khumalo,56,Male,South Africa,North West,7009176272053,SA-CAS-286434,Cybercrime,352,1502560,Low,Convicted,African Bank,1,Yes,2024-04-09,2025-10-16,Officer Mabena,SA-ST-120
678,Nomsa,Mokoena,Nomsa Mokoena,23,Female,South Africa,Eastern Cape,9802082660080,SA-CAS-447948,Fraud,608,1221283,Critical,Closed,Standard Bank,10,Yes,2017-06-18,2015-07-14,Officer Moyo,SA-ST-357
679,Lerato,Naidoo,Lerato Naidoo,63,Female,South Africa,Limpopo,8501156896125,SA-CAS-994273,Identity Theft,656,507344,Medium,Under Investigation,Standard Bank,3,No,2022-07-08,2022-01-15,Officer Mabena,SA-ST-370
680,Naledi,Mthembu,Naledi Mthembu,26,Male,South Africa,Northern Cape,8211247458139,SA-CAS-418680,Money Laundering,807,1051432,Low,Open,Nedbank,10,No,2025-09-04,2022-08-20,Officer Nkosi,SA-ST-285
681,Naledi,Pillay,Naledi Pillay,38,Male,South Africa,Gauteng,7812212835099,SA-CAS-397081,Cybercrime,375,1175225,Critical,Convicted,Standard Bank,5,No,2016-07-19,2021-06-08,Officer Naidoo,SA-ST-348
682,Ayanda,Pillay,Ayanda Pillay,18,Female,South Africa,KwaZulu-Natal,9402042709027,SA-CAS-968201,Money Laundering,587,1241148,Critical,Court Pending,African Bank,0,Yes,2023-04-28,2015-05-02,Officer Mabena,SA-ST-559
683,Sipho,Mokoena,Sipho Mokoena,56,Female,South Africa,Western Cape,9707208641063,SA-CAS-874530,Money Laundering,453,3547937,Critical,Court Pending,Absa,1,No,2015-09-01,2024-01-29,Officer Naidoo,SA-ST-355
684,Ayanda,Naidoo,Ayanda Naidoo,29,Female,South Africa,Western Cape,6402274164010,SA-CAS-665472,Money Laundering,404,4982680,High,Convicted,Absa,1,Yes,2023-07-22,2022-09-24,Officer Moyo,SA-ST-333
685,Nomsa,Mokoena,Nomsa Mokoena,59,Female,South Africa,Free State,7803269895078,SA-CAS-492110,Drug Trafficking,436,4845571,Medium,Convicted,Nedbank,3,Yes,2015-03-02,2017-01-25,Officer Smith,SA-ST-717
686,Sipho,Mthembu,Sipho Mthembu,56,Male,South Africa,Limpopo,0010055205152,SA-CAS-831557,Armed Robbery,568,407132,Critical,Open,FNB,0,Yes,2016-03-12,2020-06-28,Officer Naidoo,SA-ST-639
687,Brian,Pillay,Brian Pillay,35,Female,South Africa,KwaZulu-Natal,8801254349195,SA-CAS-142199,Drug Trafficking,332,3102360,Low,Court Pending,Capitec,3,No,2024-09-14,2016-08-02,Officer Moyo,SA-ST-365
688,Tendai,Pillay,Tendai Pillay,53,Male,South Africa,Mpumalanga,8106082488097,SA-CAS-583799,Identity Theft,717,1627406,Medium,Under Investigation,Absa,1,Yes,2020-11-28,2025-06-10,Officer Mabena,SA-ST-895
689,Brian,Nkosi,Brian Nkosi,56,Male,South Africa,Eastern Cape,9902042111091,SA-CAS-708332,Cybercrime,716,3293073,High,Closed,FNB,9,No,2019-06-08,2016-02-18,Officer Moyo,SA-ST-598
690,Ayanda,Mokoena,Ayanda Mokoena,49,Male,South Africa,Free State,8412257929149,SA-CAS-310805,Corruption,721,1348929,High,Closed,FNB,2,Yes,2018-11-23,2025-06-01,Officer Moyo,SA-ST-383
691,Zanele,Mabaso,Zanele Mabaso,18,Female,South Africa,Gauteng,9310157358093,SA-CAS-349722,Money Laundering,484,3392425,Critical,Closed,African Bank,6,Yes,2015-07-23,2021-04-01,Officer Moyo,SA-ST-647
692,Brian,Nkosi,Brian Nkosi,27,Female,South Africa,North West,7011041083132,SA-CAS-880173,Armed Robbery,454,2713718,Critical,Open,Capitec,3,Yes,2023-12-09,2018-12-16,Officer Mabena,SA-ST-425
693,Sipho,Naidoo,Sipho Naidoo,40,Female,South Africa,Gauteng,9409098323141,SA-CAS-295302,Corruption,414,31049,Critical,Court Pending,Absa,3,No,2015-07-04,2018-03-30,Officer Naidoo,SA-ST-290
694,Thabo,Pillay,Thabo Pillay,57,Male,South Africa,North West,7304175227175,SA-CAS-116480,Vehicle Theft,608,3248492,Critical,Convicted,FNB,0,No,2018-08-09,2021-09-05,Officer Smith,SA-ST-300
695,Lerato,Mabaso,Lerato Mabaso,56,Male,South Africa,Northern Cape,0303257920151,SA-CAS-883058,Drug Trafficking,403,2127950,High,Open,Nedbank,2,No,2023-07-19,2017-12-13,Officer Nkosi,SA-ST-170
696,Mpho,Pillay,Mpho Pillay,43,Male,South Africa,Free State,7702148552093,SA-CAS-249297,Corruption,387,4369786,Medium,Court Pending,FNB,10,No,2020-08-19,2019-12-28,Officer Moyo,SA-ST-569
697,Nomsa,Pillay,Nomsa Pillay,53,Female,South Africa,Western Cape,8305231290065,SA-CAS-526211,Fraud,445,4638669,High,Open,Standard Bank,5,No,2022-09-05,2023-01-15,Officer Moyo,SA-ST-428
698,Ayanda,Zulu,Ayanda Zulu,63,Male,South Africa,Western Cape,0406162945054,SA-CAS-725737,Corruption,338,4804066,Critical,Court Pending,Standard Bank,1,No,2017-09-30,2015-08-01,Officer Smith,SA-ST-496
699,Tendai,Mthembu,Tendai Mthembu,57,Female,South Africa,Eastern Cape,7402246679160,SA-CAS-752602,Corruption,696,648812,High,Convicted,African Bank,3,No,2022-01-06,2020-07-18,Officer Naidoo,SA-ST-982
700,Thabo,Khumalo,Thabo Khumalo,28,Female,South Africa,Mpumalanga,7103121825074,SA-CAS-590183,Cybercrime,467,3920987,Low,Open,FNB,8,Yes,2015-06-25,2022-01-30,Officer Smith,SA-ST-978
701,Zanele,Nkosi,Zanele Nkosi,32,Female,South Africa,North West,7807149142154,SA-CAS-888535,Cybercrime,341,3029217,Medium,Convicted,Capitec,1,No,2016-02-16,2018-03-04,Officer Nkosi,SA-ST-685
702,Sipho,Mabaso,Sipho Mabaso,20,Female,South Africa,North West,6207059274046,SA-CAS-530682,Fraud,407,3725677,High,Court Pending,FNB,4,Yes,2022-06-12,2025-09-22,Officer Moyo,SA-ST-115
703,Zanele,Mokoena,Zanele Mokoena,38,Male,South Africa,Free State,8808074618094,SA-CAS-579435,Armed Robbery,715,1555316,Low,Court Pending,Standard Bank,4,Yes,2017-05-17,2017-10-21,Officer Moyo,SA-ST-452
704,Zanele,Mokoena,Zanele Mokoena,22,Female,South Africa,Limpopo,8210278947018,SA-CAS-390397,Armed Robbery,428,368091,High,Convicted,Standard Bank,10,No,2023-05-24,2021-02-27,Officer Mabena,SA-ST-829
705,Mpho,Mokoena,Mpho Mokoena,31,Male,South Africa,North West,6504141956083,SA-CAS-369844,Cybercrime,742,2140132,High,Court Pending,African Bank,6,No,2019-03-16,2024-01-08,Officer Mabena,SA-ST-629
706,Ayanda,Mthembu,Ayanda Mthembu,20,Female,South Africa,Northern Cape,6008262811114,SA-CAS-943787,Armed Robbery,778,2938849,Medium,Under Investigation,FNB,3,Yes,2025-06-23,2025-11-10,Officer Mabena,SA-ST-780
707,Lerato,Mthembu,Lerato Mthembu,25,Female,South Africa,Eastern Cape,7501272726144,SA-CAS-959898,Money Laundering,807,2363872,Critical,Convicted,Standard Bank,6,No,2021-02-28,2016-11-09,Officer Mabena,SA-ST-878
708,Lerato,Naidoo,Lerato Naidoo,59,Female,South Africa,Northern Cape,9308073889025,SA-CAS-123172,Money Laundering,824,3503040,Medium,Convicted,Absa,3,Yes,2024-10-17,2016-04-12,Officer Mabena,SA-ST-351
709,Brian,Mthembu,Brian Mthembu,61,Female,South Africa,Northern Cape,8002103489096,SA-CAS-448619,Fraud,572,4898878,Low,Convicted,FNB,9,Yes,2022-02-02,2022-11-22,Officer Nkosi,SA-ST-467
710,Brian,Naidoo,Brian Naidoo,31,Female,South Africa,Gauteng,6801107116092,SA-CAS-819770,Money Laundering,504,1216866,Critical,Closed,Capitec,10,No,2023-05-03,2019-11-11,Officer Naidoo,SA-ST-365
711,Sipho,Pillay,Sipho Pillay,29,Male,South Africa,Gauteng,6309211543083,SA-CAS-276104,Cybercrime,515,2953241,Critical,Court Pending,Nedbank,2,Yes,2024-09-19,2015-11-01,Officer Mabena,SA-ST-454
712,Lerato,Naidoo,Lerato Naidoo,18,Male,South Africa,Eastern Cape,9808016891138,SA-CAS-286880,Money Laundering,590,4294512,Critical,Open,Capitec,6,No,2022-02-13,2019-01-04,Officer Smith,SA-ST-405
713,Zanele,Mabaso,Zanele Mabaso,64,Female,South Africa,Northern Cape,9902177249039,SA-CAS-758411,Corruption,336,1191373,Low,Open,Nedbank,7,Yes,2024-01-28,2019-11-07,Officer Naidoo,SA-ST-955
714,Brian,Mabaso,Brian Mabaso,65,Female,South Africa,Limpopo,8809246588046,SA-CAS-331895,Money Laundering,712,731300,High,Convicted,Capitec,3,Yes,2019-01-30,2024-01-30,Officer Moyo,SA-ST-752
715,Sipho,Khumalo,Sipho Khumalo,18,Male,South Africa,Eastern Cape,9504163371184,SA-CAS-647045,Vehicle Theft,765,3910577,Critical,Convicted,Absa,3,Yes,2015-04-07,2021-09-29,Officer Moyo,SA-ST-903
716,Thabo,Nkosi,Thabo Nkosi,37,Male,South Africa,Mpumalanga,7106276116142,SA-CAS-202358,Cybercrime,813,862416,Low,Open,Standard Bank,6,No,2017-01-04,2024-09-15,Officer Nkosi,SA-ST-904
717,Zanele,Mokoena,Zanele Mokoena,39,Female,South Africa,Western Cape,7511196594110,SA-CAS-686828,Fraud,739,192326,High,Convicted,African Bank,3,Yes,2022-01-06,2019-10-26,Officer Smith,SA-ST-210
718,Sipho,Ndlovu,Sipho Ndlovu,20,Male,South Africa,Mpumalanga,7110195227076,SA-CAS-903355,Corruption,626,3776637,Critical,Under Investigation,Standard Bank,3,No,2019-03-19,2016-11-09,Officer Moyo,SA-ST-291
